,title,content,label
318,Didymodon humidus,Didymodon humidus là một loài Rêu trong họ Pottiaceae . Loài này được (Mitt.) R.H. Zander mô tả khoa học đầu tiên năm 1993. [1],0
319,Brachypeza laotica,Brachypeza laotica là một loài thực vật có hoa trong họ Lan . Loài này được (Seidenf.) Seidenf. mô tả khoa học đầu tiên năm 1973. [1],0
320,Pseudohadena mariana,Pseudohadena mariana là một loài bướm đêm trong họ Noctuidae . [1] [2],0
321,Penicillaria aureiplaga,Penicillaria aureiplaga là một loài bướm đêm trong họ Noctuidae . [1] [2],0
322,Tolyphus jankovskii,Tolyphus jankovskii là một loài bọ cánh cứng trong họ Phalacridae . Loài này được Skopin miêu tả khoa học năm 1951. [1],0
323,Thành phố Hồi giáo lịch sử Bagerhat,"Thành phố Hồi Giáo lịch sử Bagerhat ( tiếng Bengal : মসজিদের শহর বাগেরহাট ) là thành phố đã mất nằm ​​ở ngoại ô Bagerhat thuộc huyện Bagerhat , trong phân khu Khulna ở phía tây nam Bangladesh . Bagerhat nằm cách Khulna khoảng 15 dặm về phía nam đông và cách Dhaka khoảng 200 dặm về phía tây nam. [1]",1
324,Asparagus adscendens,Asparagus adscendens là một loài thực vật có hoa trong họ Măng tây . Loài này được Roxb. mô tả khoa học đầu tiên năm 1832. [1],0
325,Omphaloscelis variegata,Omphaloscelis variegata là một loài bướm đêm trong họ Noctuidae . [1] [2],0
326,Anamera gigantea,Anamera gigantea là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
327,Tống Anh Tỷ,Tống Anh Tỷ (sinh ngày 24 tháng 1 năm 1997) là một cầu thủ bóng đá người Việt Nam hiện đang thi đấu ở vị trí tiền vệ trung tâm cho câu lạc bộ V.League 1 Becamex Bình Dương . [1],3
328,Reichenthal,"Reichenthal là một đô thị thuộc huyện Urfahr-Umgebung thuộc bang Oberösterreich , Áo . Đô thị Reichenthal có diện tích 19 km² , dân số thời điểm năm 2006 là 1434 người .",1
329,Pseudobombax argentinum,Pseudobombax argentinum là một loài thực vật có hoa trong họ Cẩm quỳ . Loài này được (R.E. Fr.) A. Robyns miêu tả khoa học đầu tiên năm 1963. [1],0
330,"Xã Americus, Quận Grand Forks, Bắc Dakota","Xã Americus ( tiếng Anh : Americus Township ) là một xã thuộc quận Grand Forks , tiểu bang Bắc Dakota , Hoa Kỳ . Năm 2010, dân số của xã này là 159 người. [1]",1
331,Heteronitis ragazzii,Heteronitis ragazzii là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],0
332,Thompsoniana mireiae,Thompsoniana mireiae là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
333,Christella wailele,Christella wailele là một loài dương xỉ trong họ Thelypteridaceae . Loài này được D.D.Palmer mô tả khoa học đầu tiên năm 2002. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,0
334,Elesotis,Elesotis là một chi bướm đêm thuộc họ Noctuidae .,0
335,Leioproctus bicristatus,Leioproctus bicristatus là một loài Hymenoptera trong họ Colletidae . Loài này được Cockerell mô tả khoa học năm 1929. [1],0
336,Oxysoma,Oxysoma là một chi nhện trong họ Anyphaenidae . [1],0
337,Ga Rangrang,"Ga Rangrang là một ga đường sắt ở Kin'gol-li, Rangrang-guyŏk , Bình Nhưỡng , Bắc Triều Tiên . Đây là ga cuối của tuyến Rangrang của Đường sắt Nhà nước Triều Tiên , nó kết nối với tuyến chính tại ga Ryŏkp'o . [1]",2
338,Thanh lưỡng kim,"Thanh lưỡng kim ( tiếng Anh : bimetallic strip ) hay còn gọi là bản lưỡng kim , là thiết bị dùng để chuyển hóa sự thay đổi nhiệt độ thành sự dịch chuyển cơ học. Thanh lưỡng kim bao gồm hai kim loại bản chất khác nhau có độ giãn nở khác nhau khi được gia nhiệt, thường là thép và đồng , hoặc trong một số trường hợp là thép và đồng thau . Sự giãn nở khác nhau của hai kim loại sẽ làm thanh lưỡng kim biến dạng và uốn cong theo một hướng khi gia nhiệt và biến dạng theo hướng ngược lại nếu được làm lạnh dưới nhiệt độ ban đầu. Kim loại có hệ số giãn nở nhiệt cao hơn nằm ở phía bên ngoài của đường cong khi thanh lưỡng kim được làm nóng và ở phía bên trong khi được làm mát.",2
339,Cobalt(II) selenat,"Cobalt(II) selenat là một hợp chất vô cơ , là muối của cobalt và acid selenic với công thức hóa học CoSeO 4 , tinh thể màu tím khi khan, hòa tan trong nước, tạo thành tinh thể ngậm nước .",0
340,Elmis syriaca,Elmis syriaca là một loài bọ cánh cứng trong họ Elmidae . Loài này được Allard miêu tả khoa học năm 1869. [1],0
341,Lithacodia semichalcea,Lithacodia semichalcea là một loài bướm đêm trong họ Noctuidae . [1] [2],0
342,Eleocharis setifolia,Eleocharis setifolia là loài thực vật có hoa trong họ Cói . Loài này được (A.Rich.) J.Raynal mô tả khoa học đầu tiên năm 1967. [1],0
343,Ranitomeya fantastica,Ranitomeya fantasticus là một loài ếch thuộc họ Dendrobatidae . Đây là loài đặc hữu của Peru .,0
344,Carex kwangsiensis,Carex kwangsiensis là một loài thực vật có hoa trong họ Cói . Loài này được F.T.Wang & Tang ex P.C.Li mô tả khoa học đầu tiên năm 1999. [1],0
345,"Cobden, Minnesota","Cobden là một thành phố thuộc quận Brown , tiểu bang Minnesota , Hoa Kỳ . Năm 2010, dân số của thành phố này là 36 người. [1]",1
346,Helictes fabularis,Helictes fabularis là một loài tò vò trong họ Ichneumonidae . [1],0
347,Sông Trường Giang (Quảng Nam),"Sông Trường Giang là con sông chạy dọc theo bờ biển thuộc tỉnh Quảng Nam , Việt Nam .",1
348,Dipterocarpus turbinatus,Dipterocarpus turbinatus là một loài thực vật có hoa trong họ Dầu . Loài này được C.F.Gaertn mô tả khoa học đầu tiên năm 1805. [1],0
349,"Troitsk, tỉnh Chelyabinsk","Troitsk ( tiếng Nga : Троицк) là một thành phố Nga , cự ly 175 kilômét (109 mi) về phía đông dãy núi Ural và khoảng 110 kilômét (68 mi) về phía nam Chelyabinsk . Thành phố nằm bên sông Uy , một nhánh của sông Tobol . Thành phố này thuộc chủ thể Chelyabinsk Oblast . Thành phố có dân số 83.862 người ( theo điều tra dân số năm 2002 ). Đây là thành phố lớn thứ 195 của Nga theo dân số năm 2002 . Dân số năm 2010 78,637 ( Điều tra dân số 2010 ) ; [1] Khu vực định cư được thành lập năm 1743 bởi Ivan Neplyuyev như là một phần của tuyến pháo đài Orenburg trong chiến tranh Bashkir của 1735-1740. Troitsk đóng vai trò quan trọng trong cuộc nổi loạn của Pugachev, người đã chỉ huy quân bao vây và chiếm được thị trấn năm 1774.",1
350,HMS ,"HMS Valiant là một thiết giáp hạm thuộc lớp Queen Elizabeth của Hải quân Hoàng gia Anh . Nó từng hoạt động trong cả Chiến tranh Thế giới thứ nhất lẫn thứ hai , từng có mặt trong trận Jutland , và hoạt động cho đến năm 1944 khi bị hư hại nặng vì ụ tàu sụp đổ.",1
351,Batrachedra ditrota,Batrachedra ditrota là một loài bướm đêm thuộc họ Blastobasidae . Nó được tìm thấy ở Úc .,0
352,Utriculofera fuscapax,"Utriculofera fuscapax là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",0
353,El Hamel,"El Hamel là một đô thị thuộc tỉnh Msila , Algérie . Dân số thời điểm năm 2002 là 10.195 người. [1]",1
354,Lasioglossum melanops,Lasioglossum melanops là một loài Hymenoptera trong họ Halictidae . Loài này được Ebmer mô tả khoa học năm 1985. [1],0
355,Dactylispa gressitti,Dactylispa gressitti là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Uhmann miêu tả khoa học năm 1955. [1],0
356,10090 Sikorsky,10090 Sikorsky (1990 TK15) là một tiểu hành tinh vành đai chính được phát hiện ngày 13 tháng 10 năm 1990 bởi Lyudmila Karachkina và Gregor Kastel ở Đài vật lý thiên văn Crimean . Nó được đặt theo tên the Russian-American aeronautical engineer và helicopter designer Igor Sikorsky .,0
357,Semidalis boliviensis,Semidalis boliviensis là một loài côn trùng trong họ Coniopterygidae thuộc bộ Neuroptera . Loài này được Enderlein miêu tả năm 1905. [1],0
358,Nguyễn Văn Bổng (trung tướng),"Nguyễn Văn Bổng (sinh năm 1966) là một sĩ quan cấp cao trong Quân đội nhân dân Việt Nam, hàm Trung tướng , hiện đang giữ chức Bí thư Đảng ủy, Chính ủy Quân chủng Hải quân . [1] [2] [3] [4] [5] [6]",3
359,Zavodoukovsk,"Huyện Zavodoukovsk ( tiếng Nga : ? райо́н ) là một huyện hành chính [1] tự quản [2] ( raion ), của Tỉnh Tyumen , Nga . Huyện có diện tích 15 km² , dân số thời điểm ngày 1 tháng 1 năm 2000 là 26700 người. Trung tâm của huyện đóng ở Zavodoukovsk . [5]",1
360,"Whitefish Bay, Wisconsin","Whitefish Bay là một làng thuộc quận Milwaukee , tiểu bang Wisconsin , Hoa Kỳ . Năm 2006, dân số của làng này là 14163 người. [3]",1
361,1K17 Szhatie,"1K17 Szhatie ( tiếng Nga : 1К17 Сжатие ) là loại hệ thống laser phức hợp tự hành thử nghiệm bí mật của quân đội Liên Xô trong những năm 1970 đến những năm 1980. Đây là loại tăng sử dụng hệ thống laser để tấn công các phương tiên cơ giới. Mặc dù việc phát triển nó được giữ bí mật hàng đầu, nhưng Bộ quốc phòng Hoa Kỳ đã có những bức vẽ tay do các nhân chứng vẽ lại các cuộc thí nghiệm ở những nơi hẻo lánh. Nó đã thu hút sự chú ý của giới tình báo phương Tây và họ đã gọi nó là Stiletto .",1
362,Oecetis nyx,Oecetis nyx là một loài Trichoptera trong họ Leptoceridae . Chúng phân bố ở miền Ấn Độ - Mã Lai .,0
363,"Beydili, Çorum","Beydili là một xã thuộc thành phố Çorum , tỉnh Çorum , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 209 người. [1]",1
364,Begonia otophora,Begonia otophora là một loài thực vật có hoa trong họ Thu hải đường . Loài này được Merr. & L.M.Perry mô tả khoa học đầu tiên năm 1943. [1],0
365,Senecio proteus,Senecio proteus là một loài thực vật có hoa trong họ Cúc . Loài này được J.Rémy miêu tả khoa học đầu tiên. [1],0
366,Ormosia seclusa,Ormosia seclusa là một loài ruồi trong họ Limoniidae . [1] Chúng phân bố ở miền Cổ bắc .,0
367,Asplenium subtenuifolium,Asplenium subtenuifolium là một loài thực vật có mạch trong họ Aspleniaceae . Loài này được (H. Christ) Ching & S.H. Wu miêu tả khoa học đầu tiên năm 1985. [1],0
368,Microsage tragica,Microsage tragica là một loài tò vò trong họ Ichneumonidae . [1],0
369,Murdannia fasciata,Murdannia fasciata là một loài thực vật có hoa trong họ Commelinaceae . Loài này được (Warb. ex K.Schum. & Lauterb.) G.Brückn. mô tả khoa học đầu tiên năm 1930. [1],0
370,Euchlorostola interrupta,"Euchlorostola interrupta là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",0
371,Polygrammodes jeannelalis,Polygrammodes jeannelalis là một loài bướm đêm trong họ Crambidae . [1] [2],0
372,Như Thụy,"Như Thụy là một xã thuộc huyện Sông Lô , tỉnh Vĩnh Phúc , Việt Nam .",1
373,"Karahisarlı, Kadınhanı","Karahisarlı là một xã thuộc huyện Kadınhanı , tỉnh Konya , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 164 người. [1]",1
374,Mormonia staudingeri,Mormonia staudingeri là một loài bướm đêm trong họ Noctuidae . [1] [2],0
375,Cnemaspis kolhapurensis,"Cnemaspis kolhapurensis là một loài thằn lằn trong họ Gekkonidae . Loài này được Giri, Bauer & Gaikwad mô tả khoa học đầu tiên năm 2009. [1]",0
376,Sphagnum diblastum,Sphagnum diblastum là một loài rêu trong họ Sphagnaceae . Loài này được Müll. Hal. mô tả khoa học đầu tiên năm 1887. [1],0
377,Lừa ma mút Hoa Kỳ,"Lừa ma mút Hoa Kỳ (tiếng Anh: American mammoth donkey, Mammoth jack, American mammoth, American mammoth jack là một giống lừa bản địa vùng Bắc Mỹ , hậu duệ của nhiều giống lừa được nhập khẩu vào Hoa Kỳ. George Washington , cùng với Henry Clay và những người khác, nuôi một con lừa có thể được sử dụng để sản xuất những con la làm việc mạnh mẽ. Washington đã được cung cấp Lừa ma mút Hoa Kỳ làm lừa giống vào năm 1788. Các giống lừa có lớn đã được tìm thấy ở Kentucky vào năm 1800. [1]",0
378,Glypta media,Glypta media là một loài tò vò trong họ Ichneumonidae . [1],0
379,Sanchezia skutchii,Sanchezia skutchii là một loài thực vật có hoa trong họ Ô rô . Loài này được Leonard & L.B. Sm. miêu tả khoa học đầu tiên năm 1964. [1],0
380,Pha Đầu,"Pha Đầu ( chữ Hán giản thể : 坡头区, âm Hán Việt : Pha Đầu khu ) là một quận thuộc địa cấp thị Trạm Giang , tỉnh Quảng Đông , Cộng hòa Nhân dân Trung Hoa . Quận Pha Đầu có diện tích 424 km² , dân số 380.000 người. Mã số bưu chính của Pha Đầu là 524057. Về mặt hành chính, quận Pha Đầu được chia thành 2 nhai đạo , 5 trấn . Tổng cộng có 59 ủy ban thôn, 5 ủy ban cư.",1
381,Stizolobium cyanospermum,Stizolobium cyanospermum là một loài thực vật có hoa trong họ Đậu . Loài này được (K. Schum.) Kuntze miêu tả khoa học đầu tiên năm 1891. [1],0
382,"Demirkonak, Kırıkhan","Demirkonak là một xã thuộc huyện Kırıkhan , tỉnh Hatay , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 906 người. [1]",1
383,Estola strandi,Estola strandi là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
384,Yuzhsky (huyện),"Huyện Yuzhsky ( tiếng Nga : ? райо́н ) là một huyện hành chính [1] tự quản [2] ( raion ), của Tỉnh Ivanovo , Nga . Huyện có diện tích 1324 km² , dân số thời điểm ngày 1 tháng 1 năm 2000 là 28500 người. Trung tâm của huyện đóng ở Yuzha . [5]",1
385,Dền đỏ,"Dền đỏ, dền tía, dền canh hay rau dền , rau giền (danh pháp: Amaranthus tricolor ) là loài thực vật có hoa thuộc họ Dền . Loài này được L. mô tả khoa học đầu tiên năm 1753. [1]",0
